SupplierID,SupplierName,ContactPerson,Email,Phone,City,State,Country,LeadTimeDays,PaymentTerms,Rating,Status
392,Global Grover Industries,Avni Contractor,yug63@chauhan-thakkar.org,3923126043,Jaipur,Rajasthan,India,9,Net 60,4.5,Active
393,Infinity Iyengar Distributors,Charan Rai,tvohra@kashyap.biz,0860414545,Surat,Gujarat,India,13,Net 45,3.9,Active
394,Apex Batta Supplies,Banjeet Acharya,nagysimon@sodhi-mammen.org,6247554110,Ghaziabad,Uttar Pradesh,India,2,Net 45,3.2,Active
395,National Patel Industries,Kamya Khanna,shivansh96@cherian.org,0933711895,Chennai,Tamil Nadu,India,13,Net 30,3.7,Active
396,Apex Walla Manufacturing,Caleb Datta,omyakrishnan@palan.com,1768802942,Ghaziabad,Uttar Pradesh,India,17,Advance,3.9,Active
397,Shree Bhat Industries,Mitali Talwar,gandhiraksha@rajagopalan.org,3202939087,Lucknow,Uttar Pradesh,India,3,Advance,3.0,Active
398,Elite Mitter Supplies,Chaman Loyal,gargudarsh@walla.com,2424033810,Kolkata,West Bengal,India,18,Net 15,4.1,Active
399,Royal Nair Manufacturing,Aishani Deol,umenon@anne.com,2408916498,Kolkata,West Bengal,India,27,Net 45,4.3,Active
400,Royal Nair Enterprises,Samar Rana,sanayakata@saraf.info,7272239724,Delhi,Delhi,India,25,Net 60,4.8,Active
401,Royal Goel Enterprises,Raghav Boase,ekbalsandhu@sha.biz,8209166010,Delhi,Delhi,India,24,Net 15,3.4,Active
402,National Chacko Wholesale,Luke Arya,cherianhamsini@chada.info,2457230848,Hyderabad,Telangana,India,27,Net 60,3.4,Active
403,Green Chauhan Industries,Harshil Vaidya,adhar@bajwa.biz,2543617213,Jaipur,Rajasthan,India,23,Net 45,4.1,Active
404,Supreme Bose Enterprises,Jagat Patel,bassimatthew@sangha.com,6249451475,Indore,Madhya Pradesh,India,20,Advance,3.7,Active
405,Supreme Dixit Supplies,Ekaja Divan,usekhon@bhavsar-chowdhury.org,4215226557,Lucknow,Uttar Pradesh,India,21,Net 60,3.2,Active
406,Elite Nath Distributors,Yatan Rajagopal,itank@tailor.com,1968931350,Lucknow,Uttar Pradesh,India,5,Net 15,3.7,Active
407,Om Som Enterprises,Imaran Bhasin,jalsa24@dhawan-sama.com,3021260650,Chennai,Tamil Nadu,India,20,Net 45,3.8,Active
408,Vertex Sood Supplies,Ayushman Din,lohit13@arora.biz,2728476570,Pune,Maharashtra,India,17,Net 30,3.3,Active
409,Green Bhasin Wholesale,Oscar Thakur,advayrandhawa@sha-kuruvilla.org,3624186236,Mumbai,Maharashtra,India,29,Net 30,4.9,Active
410,United Ramanathan Enterprises,Faras Sidhu,pmunshi@ravel.com,6341115950,Kanpur,Uttar Pradesh,India,15,Net 45,3.8,Active
411,Future Chhabra Supplies,Siddharth Apte,raghav83@bali.com,9700514054,Bengaluru,Karnataka,India,20,Advance,4.6,Active
412,Prime Murty Corporation,Ishani Dayal,narulanikita@thakur.com,9679042271,Kolkata,West Bengal,India,19,Net 30,3.3,Active
413,Future Dhaliwal Retail,Yachana Varty,sara25@parsa-sankar.com,3399129710,Hyderabad,Telangana,India,20,Advance,3.5,Active
414,Sai Chahal Retail,Girindra Sha,omkaar42@mammen.com,1127474721,Mumbai,Maharashtra,India,26,Net 45,4.1,Suspended
415,Elite Patla Distributors,Nandini Rege,ridhiperi@murthy.biz,4090380214,Lucknow,Uttar Pradesh,India,29,Advance,3.9,Active
416,National Rastogi Manufacturing,Udant Rama,wchander@sidhu-warrior.info,1216636515,Hyderabad,Telangana,India,26,Net 15,3.4,Active
417,Sai Kala Wholesale,Ishwar Mallick,ibarad@singhal.com,9096056730,Nagpur,Maharashtra,India,7,Net 60,3.3,Active
418,United Madan Traders,Patrick Chacko,ekapadmahal@bumb-misra.info,8342016542,Ghaziabad,Uttar Pradesh,India,19,Net 30,4.2,Active
419,Sunrise Subramaniam Corporation,Naveen Sarkar,lopa08@issac.com,0272751648,Jaipur,Rajasthan,India,29,Net 60,5.0,Active
420,Elite Sengupta Supplies,Balhaar Kamdar,oshaganesan@purohit.com,9055044817,Nagpur,Maharashtra,India,3,Net 30,4.7,Active
421,Star Pandey Distributors,Pooja Virk,ishaan27@prakash-goel.net,8664649111,Chennai,Tamil Nadu,India,24,Net 30,4.7,Active
422,Om Sabharwal Manufacturing,Watika Chaudhry,lthakur@mann.com,7861371576,Chennai,Tamil Nadu,India,20,Net 30,4.3,Active
423,National Kapur Industries,Amrita Lalla,oeshi30@bali-aurora.com,5895529638,Indore,Madhya Pradesh,India,18,Net 30,4.4,Inactive
424,Green Ramaswamy Manufacturing,Pushti Dave,zghose@varughese-dutt.biz,1281964825,Noida,Uttar Pradesh,India,20,Advance,4.7,Active
425,National Bal Manufacturing,Advay Dua,brarlavanya@de.com,3343836404,Ghaziabad,Uttar Pradesh,India,29,Advance,4.6,Active
426,Royal Chauhan Distributors,Tripti Das,dharbarkha@gole-chander.com,5361706171,Kanpur,Uttar Pradesh,India,10,Net 30,4.7,Active
427,Infinity Murthy Supplies,Naveen Gole,advaith29@balay.com,9980284139,Kanpur,Uttar Pradesh,India,27,Net 30,4.8,Active
428,Prime Vasa Industries,Tarak Patla,kallaayushman@devi-kannan.com,4473158477,Surat,Gujarat,India,2,Advance,4.9,Active
429,Green Hans Traders,Oscar Hora,maya19@muni.info,7694591966,Nagpur,Maharashtra,India,8,Net 15,4.8,Active
430,Smart Prakash Industries,Shivani Ganesh,vaidyazehaan@rout.com,0125625313,Ghaziabad,Uttar Pradesh,India,10,Advance,3.7,Inactive
431,Reliable Murthy Traders,Aditya Nagar,narasimhantanay@nagy-kaul.net,6493831849,Indore,Madhya Pradesh,India,22,Net 30,4.5,Active
432,Royal Saran Industries,Ekaja Hora,chandrantak@batra-maharaj.biz,1729596390,Hyderabad,Telangana,India,2,Net 15,4.0,Active
433,Modern Agrawal Retail,Bhavani Deep,ibansal@baral.com,1644556185,Surat,Gujarat,India,2,Advance,4.4,Active
434,Royal Ramaswamy Supplies,Suhani Tak,prakashharshil@kapur.com,1563213580,Kanpur,Uttar Pradesh,India,4,Net 15,3.8,Active
435,Elite Choudhry Industries,Daksha Borde,forum96@garde-devi.org,1252967188,Noida,Uttar Pradesh,India,13,Net 30,3.3,Active
436,Star Suri Supplies,Ekanta Subramanian,georgelalla@butala-pandit.net,3117030376,Bengaluru,Karnataka,India,18,Net 60,3.0,Active
437,Green Oak Solutions,Yoshita Munshi,sudiksha28@de.com,7983631462,Ahmedabad,Gujarat,India,22,Net 15,4.8,Active
438,Green Din Distributors,Hredhaan Choudhary,amolsharma@loke.info,5418156326,Bengaluru,Karnataka,India,30,Advance,3.3,Active
439,Om Nath Solutions,Ridhi Mahajan,guneet06@sami.com,2948978610,Nagpur,Maharashtra,India,12,Net 15,3.5,Active
440,Modern Contractor Retail,Balendra Lata,dominicwali@majumdar.org,6613473235,Lucknow,Uttar Pradesh,India,26,Advance,4.7,Active
441,Sunrise Aggarwal Distributors,Qasim Thakur,smody@garde.com,2572076502,Ahmedabad,Gujarat,India,25,Net 45,3.6,Active
442,Modern Andra Manufacturing,Urvi Agarwal,ekota@bath.org,3882211457,Indore,Madhya Pradesh,India,5,Net 15,4.0,Active
443,Apex Kurian Traders,Zehaan Patla,warya@nath-vasa.org,1480263257,Ghaziabad,Uttar Pradesh,India,12,Net 15,3.8,Active
444,Royal Sankar Solutions,Samuel Chakraborty,krishnachokshi@sengupta-vyas.com,5569644309,Pune,Maharashtra,India,26,Net 45,4.9,Active
445,Global Das Wholesale,Suhani Palan,imaran07@din.net,9824741407,Bengaluru,Karnataka,India,2,Net 30,3.4,Inactive
446,Om Dasgupta Retail,Vrinda Mohan,saniindira@acharya.com,4882142369,Lucknow,Uttar Pradesh,India,22,Net 60,4.5,Active
447,Om Balay Industries,Isha Kothari,zsami@lal.org,2965923426,Chennai,Tamil Nadu,India,10,Advance,3.6,Active
448,United Mody Supplies,Chameli Shenoy,keyasarkar@devi.info,8575676670,Noida,Uttar Pradesh,India,14,Net 60,4.3,Active
449,National Chakrabarti Corporation,Chasmum Kibe,joshua98@memon.com,0787010415,Nagpur,Maharashtra,India,25,Net 15,3.1,Active
450,Royal Subramaniam Industries,Darsh Dara,jayaramanzaitra@tandon.com,4407931102,Surat,Gujarat,India,21,Net 60,3.1,Active
451,Reliable Chatterjee Industries,Samarth Chawla,gbakshi@raman-bhakta.com,6723849791,Delhi,Delhi,India,24,Net 15,4.4,Active
452,Sai Goyal Retail,Wridesh Garde,vamakshisrinivasan@mann-chaudhry.org,5466176620,Jaipur,Rajasthan,India,7,Net 30,3.3,Active
453,Smart Ramachandran Industries,Chavvi Bandi,wbasak@sidhu.info,0258835868,Delhi,Delhi,India,12,Net 45,3.5,Active
454,Infinity Pandey Industries,Tripti Dey,chavvi61@sule.org,9884259959,Kanpur,Uttar Pradesh,India,16,Net 60,3.7,Active
455,Infinity Bath Supplies,Nathan Kata,cherianxalak@soni.com,2661094101,Ghaziabad,Uttar Pradesh,India,7,Net 30,4.5,Inactive
456,Elite Balan Distributors,Ekani Chokshi,ipurohit@iyengar.info,4332683190,Delhi,Delhi,India,3,Advance,3.5,Active
457,Om Dey Supplies,Jagvi Reddy,oakqasim@wable.com,8559821766,Pune,Maharashtra,India,29,Advance,4.1,Inactive
458,Royal Datta Distributors,Harrison Dalal,dkashyap@zachariah.com,4651241893,Noida,Uttar Pradesh,India,9,Net 45,4.8,Active
459,National Muni Wholesale,Dakshesh Choudhry,plall@bali.biz,3502385037,Ghaziabad,Uttar Pradesh,India,5,Net 60,4.3,Active
460,Modern Banik Retail,Ekavir Saha,srinivaskai@barman-chawla.com,8356743000,Mumbai,Maharashtra,India,14,Advance,4.8,Inactive
461,Sunrise Raghavan Solutions,Vasatika Ben,spurohit@sani.biz,1719553560,Bengaluru,Karnataka,India,19,Net 45,3.0,Active
462,Infinity Anne Corporation,Nitara Yadav,aurorazaid@bose.com,2405593429,Kolkata,West Bengal,India,16,Net 30,4.2,Active
463,United Bose Retail,Zashil Jha,oparikh@mittal-peri.net,3845881056,Kolkata,West Bengal,India,6,Advance,4.9,Active
464,Vertex Brar Solutions,Laksh Verma,dalajakade@pradhan.com,3771070449,Delhi,Delhi,India,12,Advance,4.5,Active
465,Sunrise Bhasin Industries,Leena Tandon,rajaleena@basu-kapur.com,2680408509,Ahmedabad,Gujarat,India,18,Net 15,3.8,Suspended
466,Star Kalita Corporation,Harita Saraf,zbhandari@rama.com,6998426732,Bengaluru,Karnataka,India,3,Net 15,4.8,Active
467,Sai Chada Manufacturing,Chakrika Nazareth,nbarad@pathak-luthra.com,1495427707,Bengaluru,Karnataka,India,20,Advance,4.0,Active
468,Om Parmer Industries,Tejas Rege,bucharadhana@murthy.com,4472322903,Mumbai,Maharashtra,India,15,Net 15,3.5,Active
469,Shree Toor Enterprises,Edhitha Barman,darshlad@babu-pandit.net,9351187181,Noida,Uttar Pradesh,India,12,Net 45,3.5,Active
470,United Prabhu Supplies,Ekbal Sandhu,luke05@parsa.com,4902504290,Hyderabad,Telangana,India,6,Advance,3.3,Active
471,Royal Munshi Industries,Tanveer Radhakrishnan,doctorlakshmi@brar.org,8180978875,Ghaziabad,Uttar Pradesh,India,26,Net 15,3.9,Active
472,Elite Memon Industries,Falguni Kibe,vihaan75@dalia.biz,1588157937,Pune,Maharashtra,India,27,Net 30,4.7,Active
473,Prime Dass Distributors,Nikita Devi,bhavini55@bumb.biz,9732702164,Noida,Uttar Pradesh,India,6,Advance,4.4,Suspended
474,Om Date Retail,Raagini Bajwa,elijahdeo@wagle.com,6834155999,Mumbai,Maharashtra,India,23,Net 30,3.5,Suspended
475,Global Pant Enterprises,Nilima Sengupta,wmann@desai-goswami.org,2099576572,Surat,Gujarat,India,19,Net 60,3.5,Active
476,Star Chatterjee Industries,Chameli Tak,chanakya98@trivedi.com,5220368499,Delhi,Delhi,India,3,Net 15,3.3,Active
477,Sai Mane Industries,Jagat Mani,vidhi73@mani.org,3421388209,Jaipur,Rajasthan,India,28,Advance,3.0,Active
478,Green Hayer Supplies,Vrinda Bal,samar49@saxena-verma.com,4117674124,Bengaluru,Karnataka,India,30,Net 30,3.2,Inactive
479,Prime Kapadia Supplies,Eta Dugar,anya78@borah.biz,8538003296,Nagpur,Maharashtra,India,28,Net 45,4.0,Active
480,Royal Singhal Supplies,Vedhika Grover,imandal@chakrabarti.com,6178932064,Ghaziabad,Uttar Pradesh,India,8,Net 15,3.5,Active
481,Star Keer Traders,Veda Wali,charitakata@sundaram-suri.biz,8741314675,Kolkata,West Bengal,India,22,Net 30,4.0,Inactive
482,Future Goda Traders,Eiravati Comar,mitali27@sabharwal-keer.com,4836085456,Bengaluru,Karnataka,India,10,Net 45,3.3,Active
483,Apex Rastogi Distributors,Chatura Loyal,vkanda@bath.biz,9283199529,Delhi,Delhi,India,14,Net 30,4.0,Active
484,Sai Raghavan Wholesale,Gauri Pandit,bawazilmil@pathak.com,8634255638,Noida,Uttar Pradesh,India,14,Net 30,3.4,Active
485,Modern Bahri Traders,Yachana Rao,kbasak@mitra-bajwa.com,0416624111,Jaipur,Rajasthan,India,3,Net 45,4.1,Active
486,Modern Aurora Supplies,Girish Raman,devikanaik@vala-bajaj.com,7314976461,Hyderabad,Telangana,India,9,Net 15,3.5,Active
487,Prime Mallick Distributors,Bhavani Walla,lavanyabadal@ramesh-pradhan.net,7390637579,Indore,Madhya Pradesh,India,13,Net 15,3.4,Active
488,Sai Dhawan Wholesale,Girish Gara,vrishtikrish@dhaliwal.org,8930746452,Delhi,Delhi,India,24,Net 30,4.9,Active
489,Infinity Ray Distributors,Amrita Kadakia,utata@keer.info,1616202812,Kanpur,Uttar Pradesh,India,19,Net 30,3.4,Active
490,Prime Barad Distributors,Warhi Garde,vdey@sahota.com,6448595922,Kolkata,West Bengal,India,2,Net 60,4.0,Active
491,Supreme Prabhu Distributors,Urmi Shere,gangadeshmukh@viswanathan.info,5622710433,Chennai,Tamil Nadu,India,12,Net 15,4.8,Active
492,Shree Narayanan Traders,Darsh Sidhu,ekalingapalla@kara.com,4694596488,Delhi,Delhi,India,6,Net 60,4.4,Active
493,Sai Chauhan Industries,Ati Gokhale,harsh28@rajagopal.org,3203319222,Ghaziabad,Uttar Pradesh,India,24,Net 45,4.2,Active
494,Shree Brahmbhatt Supplies,Laksh Vaidya,qsandal@narain-mittal.net,3866675485,Pune,Maharashtra,India,25,Net 45,4.6,Suspended
495,Vertex Ganesan Wholesale,Luke Sarkar,ssuri@dara-saran.com,0575639836,Ghaziabad,Uttar Pradesh,India,9,Net 60,4.6,Active
496,Sunrise Hayre Supplies,Jalsa Vora,abdulmukherjee@chandra-pillay.com,9404760440,Pune,Maharashtra,India,25,Advance,4.9,Inactive
497,Om Sha Wholesale,Oscar Solanki,baradkala@dua.com,1610705184,Mumbai,Maharashtra,India,7,Net 60,3.6,Active
498,Supreme Natarajan Distributors,Omkaar Peri,rauomaja@bhat.net,4127049386,Hyderabad,Telangana,India,17,Net 15,3.7,Active
499,Sai Mahal Solutions,Jacob Om,kchadha@chakrabarti-dada.com,1259020357,Pune,Maharashtra,India,22,Advance,4.6,Active
500,Shree Halder Manufacturing,Dayita Bera,lmangat@dey-mutti.biz,3432447417,Delhi,Delhi,India,10,Net 15,3.5,Active
